0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.225863832694913168e-04,-9.985227078304633741e-01,-1.704671057888472278e-03,2.914003633646089454e-04,1.742941667221696209e-04,-6.402147501272467288e-05
9.667657369790718085e-04,-9.955683459589360629e-01,-5.113543326663297015e-03,8.738801755944316293e-04,5.223608143705975749e-04,-1.920382016379464725e-04
1.929588680826749454e-03,-9.911319223418092461e-01,-1.023779907439185607e-02,1.753336945987186458e-03,1.042667460637926400e-03,-3.839455406144837461e-04
3.206152294604600571e-03,-9.852033009942536834e-01,-1.710004626053884466e-02,2.941727185933411780e-03,1.732670732887528833e-03,-6.395519824070901695e-04
4.789600103114473317e-03,-9.777673095551345783e-01,-2.573396231544490195e-02,4.456809672031999438e-03,2.588813719038086589e-03,-9.585619766379762470e-04
6.671120114598830426e-03,-9.688038908245706349e-01,-3.618378622041457104e-02,6.321776582279232948e-03,3.606521045217416302e-03,-1.340550271077905597e-03
8.839941531411264417e-03,-9.582883092276039960e-01,-4.850362447139287825e-02,8.564749208415555620e-03,4.780192034134299502e-03,-1.784928091761107472e-03
1.128333098081761403e-02,-9.461914270221210010e-01,-6.275652426369322801e-02,1.121810667233508370e-02,6.103192430112073900e-03,-2.290901658550604375e-03
1.398658950117078088e-02,-9.324800686449319365e-01,-7.901325574124883067e-02,1.431760833515700188e-02,7.567845397939893838e-03,-2.857423773495021066e-03
1.693305212039529495e-02,-9.171174945101844278e-01,-9.735073543254837980e-02,1.790126406035523476e-02,9.165422845189716283e-03,-3.483139567576618630e-03
2.010409273314960055e-02,-9.000640072216476995e-01,-1.178500167857540748e-01,2.200790231841868311e-02,1.088613861256228221e-02,-4.166327969145396798e-03
2.347913815534418205e-02,-8.812777126156556839e-01,-1.405937736254572468e-01,2.667538600083356470e-02,1.271914574596511895e-02,-4.904841082344730922e-03
2.703569670055719701e-02,-8.607154540837526069e-01,-1.656632119001856807e-01,3.193843202784883012e-02,1.465254090539280449e-02,-5.696044438034491425e-03
3.074940829059185504e-02,-8.383339297720219241e-01,-1.931343684895823198e-01,3.782600610957916054e-02,1.667337993227432924e-02,-6.536761974437444236e-03
3.459412476146600524e-02,-8.140909870661768855e-01,-2.230737973594767720e-01,4.435829109104235529e-02,1.876770957041395266e-02,-7.423230542165083073e-03
3.854203026391529729e-02,-7.879470662740351017e-01,-2.555337060239212810e-01,5.154326810143282367e-02,2.092062110091456872e-02,-8.351069562607765090e-03
4.256381190281600946e-02,-7.598667358365146507e-01,-2.905466888916043988e-01,5.937300405973749279e-02,2.311633188546203393e-02,-9.315271975339801946e-03
4.662888928959463969e-02,-7.298202270503945099e-01,-3.281203027102377323e-01,6.781980310170081239e-02,2.533830010703767149e-02,-1.031022249673874645e-02
